region,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,prop_del,SelectionProb,SamplingWeight
South East,2023,12,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1102,163,59.99,1.74,64.91,0,36.36,0,0,7537,3096,138,2371,0,1932,0.147912886,0.163766633,6.10625
South East,2023,12,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",94,16,8.71,0,2.42,0,4.87,1,0,1751,576,0,56,0,1119,0.170212766,0.163766633,6.10625
South East,2023,12,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",142,34,7.5,2.69,16.97,0,6.84,0,0,1570,358,174,632,0,406,0.23943662,0.163766633,6.10625
South East,2023,12,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",543,148,56.34,3.2,55.56,0,32.91,1,1,11083,4622,277,2450,0,3734,0.272559853,0.163766633,6.10625
South East,2023,12,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",67,8,3.09,0,2.42,0,2.49,1,0,503,183,0,45,0,275,0.119402985,0.163766633,6.10625
South East,2023,12,F9,Frontier Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",190,53,14.08,1,18,0,19.92,2,0,2656,916,16,517,0,1207,0.278947368,0.163766633,6.10625
South East,2023,12,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",505,95,18.78,5.81,37.82,0.19,32.41,3,0,4212,636,473,987,6,2110,0.188118812,0.163766633,6.10625
South East,2023,12,UA,United Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",833,166,44.99,0,93.27,0,27.73,0,0,8633,2495,0,3486,0,2652,0.199279712,0.163766633,6.10625
South East,2023,12,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",642,188,37.9,1,116.08,0,33.02,0,1,8211,1693,24,4517,0,1977,0.292834891,0.163766633,6.10625
South East,2023,12,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",452,115,35.63,2.35,42.83,5.94,28.24,1,0,7188,3078,71,1969,209,1861,0.254424779,0.163766633,6.10625
South East,2023,12,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",149,15,5.51,1,3.86,0.67,3.95,1,0,451,183,19,104,11,134,0.100671141,0.163766633,6.10625
South East,2023,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",84,5,1.11,0,2,0,1.89,0,0,300,180,0,47,0,73,0.05952381,0.163766633,6.10625
South East,2023,11,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",244,30,9.35,0,12.6,1,7.05,0,0,1570,720,0,404,58,388,0.12295082,0.163766633,6.10625
South East,2023,11,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1585,360,153.34,0.97,59.74,1.34,144.61,0,2,27949,13311,68,2496,152,11922,0.227129338,0.163766633,6.10625
South East,2023,11,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",886,121,49.33,0,56.22,0,15.45,0,0,6741,4089,0,1744,0,908,0.136568849,0.163766633,6.10625
South East,2023,11,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",979,313,72.04,0.9,107.04,0,133.02,2,0,22645,7152,30,4028,0,11435,0.319713994,0.163766633,6.10625
South East,2023,11,F9,Frontier Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",141,35,8.39,0,8.41,0,18.2,1,0,3246,1706,0,245,0,1295,0.24822695,0.163766633,6.10625
South East,2023,11,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",134,25,10.84,0.35,4.44,0,9.38,0,0,1968,606,14,165,0,1183,0.186567164,0.163766633,6.10625
South East,2023,11,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1056,274,82.47,2.65,89.89,5.94,93.05,2,1,16941,4912,131,3736,216,7946,0.259469697,0.163766633,6.10625
South East,2023,11,NK,Spirit Airlines,TPA,"Tampa, FL: Tampa International",632,145,44.97,1.15,60.27,3.44,35.17,2,0,8029,2571,102,2528,123,2705,0.22943038,0.163766633,6.10625
South East,2023,11,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",140,16,5.26,0,3.09,0,7.65,0,0,1036,328,0,112,0,596,0.114285714,0.163766633,6.10625
South East,2023,10,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",126,12,3.72,0,6.4,0,1.89,0,0,519,201,0,156,0,162,0.095238095,0.163766633,6.10625
South East,2023,10,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",756,146,60.06,2.92,26.74,0,56.28,3,1,8613,4089,127,994,0,3403,0.193121693,0.163766633,6.10625
South East,2023,10,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1518,259,94.99,4.52,50.38,0.95,108.16,3,0,17512,6962,223,1935,18,8374,0.170619236,0.163766633,6.10625
South East,2023,10,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",89,14,4.94,0,6.9,0,2.16,0,0,593,299,0,235,0,59,0.157303371,0.163766633,6.10625
South East,2023,10,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",129,19,5.57,0,5.29,0,8.15,3,1,1068,160,0,234,0,674,0.147286822,0.163766633,6.10625
South East,2023,10,F9,Frontier Airlines,TPA,"Tampa, FL: Tampa International",597,150,37.9,1.72,18.84,0,91.55,4,2,10278,2644,118,660,0,6856,0.251256281,0.163766633,6.10625
South East,2023,10,MQ,Envoy Air,MIA,"Miami, FL: Miami International",986,175,52.52,2.46,50.76,1.81,67.44,1,3,8368,2105,298,1885,70,4010,0.177484787,0.163766633,6.10625
South East,2023,10,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1065,185,60.58,4.5,70.56,7.98,41.37,16,0,11854,3721,276,4269,194,3394,0.17370892,0.163766633,6.10625
South East,2023,10,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",391,85,29.85,0.34,31.8,2.92,20.07,5,0,5273,2192,24,1867,136,1054,0.217391304,0.163766633,6.10625
South East,2023,10,NK,Spirit Airlines,MIA,"Miami, FL: Miami International",604,112,32.14,2.94,41.62,3.17,32.14,14,0,8240,2685,201,2151,92,3111,0.185430464,0.163766633,6.10625
South East,2023,10,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3305,506,169.62,3.56,78.33,3.18,251.3,1,0,23251,7651,433,3017,77,12073,0.153101362,0.163766633,6.10625
South East,2023,10,WN,Southwest Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1316,254,78.64,0.84,62.32,2,110.2,3,4,11292,2704,36,2022,168,6362,0.193009119,0.163766633,6.10625
South East,2023,10,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3732,625,194.96,1.85,78.76,2.09,347.34,7,0,30880,10931,432,2612,54,16851,0.167470525,0.163766633,6.10625
South East,2023,10,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",510,111,33.7,0.38,27.1,0.84,48.98,0,2,4898,1497,25,1040,48,2288,0.217647059,0.163766633,6.10625
South East,2023,9,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",323,73,22.18,1.45,25.44,0.59,23.34,2,2,4718,1047,78,1143,16,2434,0.226006192,0.163766633,6.10625
South East,2023,9,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",889,222,62.82,9.73,58.2,0.63,90.62,3,3,18525,6646,799,2530,26,8524,0.249718785,0.163766633,6.10625
South East,2023,9,F9,Frontier Airlines,TPA,"Tampa, FL: Tampa International",568,152,27.42,0.01,32.54,0,92.03,13,0,13293,3355,1,2257,0,7680,0.267605634,0.163766633,6.10625
South East,2023,9,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",152,55,10.91,2.89,20.26,0,20.94,0,1,4149,607,1000,950,0,1592,0.361842105,0.163766633,6.10625
South East,2023,9,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1035,209,72.87,11.3,83.75,3.71,37.37,9,0,12093,4915,848,3929,99,2302,0.201932367,0.163766633,6.10625
South East,2023,9,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",241,59,24.29,2.93,19.68,0.07,12.04,3,0,3420,1812,105,1073,1,429,0.244813278,0.163766633,6.10625
South East,2023,9,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",317,76,23.83,8.52,22.48,2.16,19.01,7,0,6539,2306,657,1283,65,2228,0.239747634,0.163766633,6.10625
South East,2023,9,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",253,75,41.59,12,11.44,0,9.97,13,0,6017,3025,861,1204,0,927,0.296442688,0.163766633,6.10625
South East,2023,9,UA,United Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",486,80,17.41,3.37,35.13,0,24.08,7,3,4820,1352,377,1397,0,1694,0.164609053,0.163766633,6.10625
South East,2023,9,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3066,460,146.01,11.17,67.9,3.41,231.51,12,1,23422,6971,1077,2551,122,12701,0.150032616,0.163766633,6.10625
South East,2023,9,WN,Southwest Airlines,BNA,"Nashville, TN: Nashville International",3955,598,156.12,17.3,95.21,5.13,324.24,18,9,29645,7226,1711,3352,184,17172,0.151201011,0.163766633,6.10625
South East,2023,9,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",201,19,8.02,0,4.78,0,6.2,16,0,1451,696,0,247,0,508,0.094527363,0.163766633,6.10625
South East,2023,9,YX,Republic Airline,MIA,"Miami, FL: Miami International",18,4,1.25,0,1.64,0,1.11,0,0,176,53,0,103,0,20,0.222222222,0.163766633,6.10625
South East,2023,8,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",166,25,6.02,2.91,11.4,0,4.68,2,0,1465,362,308,523,0,272,0.15060241,0.163766633,6.10625
South East,2023,8,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10497,2500,636.4,143.81,503.91,9.07,1206.81,230,43,294629,110971,14250,29468,678,139262,0.238163285,0.163766633,6.10625
South East,2023,8,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1029,289,83.75,8.57,63.52,2.76,130.4,73,2,26179,7021,944,3402,93,14719,0.280855199,0.163766633,6.10625
South East,2023,8,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124,24,6.6,0,10.13,0,7.27,0,2,987,241,0,450,0,296,0.193548387,0.163766633,6.10625
South East,2023,8,AS,Alaska Airlines Network,MIA,"Miami, FL: Miami International",31,16,6.68,1,8.32,0,0,0,1,719,258,135,326,0,0,0.516129032,0.163766633,6.10625
South East,2023,8,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",58,16,7.81,0,3.16,0,5.02,1,3,1455,675,0,195,0,585,0.275862069,0.163766633,6.10625
South East,2023,8,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",736,152,77.38,7.17,24.1,0,43.36,9,0,10263,4982,626,1360,0,3295,0.206521739,0.163766633,6.10625
South East,2023,8,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",601,101,46.76,6.63,21.96,0,25.65,9,1,9448,5048,846,1057,0,2497,0.168053245,0.163766633,6.10625
South East,2023,8,F9,Frontier Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",187,54,10.75,1.69,11.95,0,29.61,12,3,4926,1441,116,1241,0,2128,0.288770053,0.163766633,6.10625
South East,2023,8,F9,Frontier Airlines,MCO,"Orlando, FL: Orlando International",1610,578,149.27,13.71,104.14,0,310.88,80,5,57782,15643,2660,7440,0,32039,0.359006211,0.163766633,6.10625
South East,2023,8,F9,Frontier Airlines,TPA,"Tampa, FL: Tampa International",501,154,46.76,1.07,24.18,0,82,47,2,13126,4245,45,1159,0,7677,0.30738523,0.163766633,6.10625
South East,2023,8,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",448,82,15.73,15.99,18.53,0,31.76,8,1,5372,678,1363,977,0,2354,0.183035714,0.163766633,6.10625
South East,2023,8,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",365,138,34.43,6.99,66.24,5.66,24.68,6,1,10880,2637,325,4889,306,2723,0.378082192,0.163766633,6.10625
South East,2023,8,NK,Spirit Airlines,MCO,"Orlando, FL: Orlando International",2429,898,193.84,18.86,416.18,3.47,265.65,35,10,75553,17900,1178,30854,162,25459,0.369699465,0.163766633,6.10625
South East,2023,8,PT,Piedmont Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",2732,455,70.71,62.38,107.88,0,214.03,38,24,46834,12440,7546,5288,0,21560,0.166544656,0.163766633,6.10625
South East,2023,8,WN,Southwest Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",254,71,22.96,0.11,19.92,0,28.01,0,1,3908,1035,20,1221,0,1632,0.279527559,0.163766633,6.10625
South East,2023,7,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,6,2,0.64,2.36,0,1,0,0,155,37,28,72,0,18,0.193548387,0.163766633,6.10625
South East,2023,7,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1507,620,215.17,18.93,131.23,1.97,252.7,69,10,66732,22905,2415,9320,119,31973,0.411413404,0.163766633,6.10625
South East,2023,7,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",88,29,5.74,0.95,9.54,0,12.77,4,0,1950,572,45,523,0,810,0.329545455,0.163766633,6.10625
South East,2023,7,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",345,131,39.57,3.78,23.21,0.23,64.2,2,1,12768,3783,164,1501,62,7258,0.379710145,0.163766633,6.10625
South East,2023,7,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",37,14,2.46,0.57,7.08,0,3.89,1,0,713,113,35,336,0,229,0.378378378,0.163766633,6.10625
South East,2023,7,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",4157,955,196.35,45.45,232.54,3.07,477.59,67,10,82274,24789,4547,10693,108,42137,0.229732981,0.163766633,6.10625
South East,2023,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",690,126,95,30,1,0,0,1,1,10588,8453,2074,61,0,0,0.182608696,0.163766633,6.10625
South East,2023,7,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0.125,0.163766633,6.10625
South East,2023,7,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",1,1,0,0,1,0,0,0,0,24,0,0,24,0,0,1,0.163766633,6.10625
South East,2023,7,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",399,146,58.41,3.9,47.51,0,36.17,21,2,10623,3624,421,2455,0,4123,0.365914787,0.163766633,6.10625
South East,2023,7,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",36,13,1.4,1.42,2.29,0,7.89,0,0,977,57,80,70,0,770,0.361111111,0.163766633,6.10625
South East,2023,6,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9784,2557,607.01,137.79,622.09,6.33,1183.78,84,22,262995,82492,17725,28735,203,133840,0.261345053,0.163766633,6.10625
South East,2023,6,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1024,351,99.38,17.01,100.12,1.03,133.46,12,5,28413,7609,1607,6979,45,12173,0.342773438,0.163766633,6.10625
South East,2023,6,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",70,25,6.73,0,11.75,0.5,6.02,0,1,800,290,0,322,20,168,0.357142857,0.163766633,6.10625
South East,2023,6,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",213,69,27.73,1.76,24.07,1,14.45,4,8,6503,3197,83,1844,15,1364,0.323943662,0.163766633,6.10625
South East,2023,6,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1672,512,199.65,15.92,170.8,1.83,123.8,50,19,39926,17087,1387,11846,78,9528,0.306220096,0.163766633,6.10625
South East,2023,6,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",846,273,102.84,8.83,104.9,0,56.43,38,20,19781,7723,688,6397,0,4973,0.322695035,0.163766633,6.10625
South East,2023,6,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1056,312,153.3,9.74,63.99,0,84.97,17,6,21360,10845,859,3895,0,5761,0.295454545,0.163766633,6.10625
South East,2023,6,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",77,25,6.14,1.76,7.64,0,9.47,2,0,1180,293,95,305,0,487,0.324675325,0.163766633,6.10625
South East,2023,6,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",184,39,20,5,5,0,9,5,2,2365,941,438,498,0,488,0.211956522,0.163766633,6.10625
South East,2023,6,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",4,2,1,0,1,0,0,0,0,62,21,0,41,0,0,0.5,0.163766633,6.10625
South East,2023,6,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",390,128,42.07,3,45.52,0,37.41,30,12,10042,3374,146,2557,0,3965,0.328205128,0.163766633,6.10625
South East,2023,6,WN,Southwest Airlines,TPA,"Tampa, FL: Tampa International",2061,638,153.06,18.66,147.78,3.11,315.39,9,9,37429,8783,1546,7297,76,19727,0.309558467,0.163766633,6.10625
South East,2023,6,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",80,33,15.1,1.54,5.04,0,11.32,1,0,2379,815,231,255,0,1078,0.4125,0.163766633,6.10625
South East,2023,6,YX,Republic Airline,MIA,"Miami, FL: Miami International",40,6,1.11,1,1.92,0,1.97,0,0,826,92,47,164,0,523,0.15,0.163766633,6.10625
South East,2023,6,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",34,10,1.75,0.05,4.2,0,4.01,0,1,599,62,6,262,0,269,0.294117647,0.163766633,6.10625
South East,2023,5,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1239,53,23.44,4,8.18,0,17.38,0,1,4241,2307,297,261,0,1376,0.042776433,0.163766633,6.10625
South East,2023,5,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",40,8,2.77,0,4.23,0,1,0,0,353,163,0,96,0,94,0.2,0.163766633,6.10625
South East,2023,5,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",176,13,3.94,0,3.67,0,5.39,0,0,372,120,0,83,0,169,0.073863636,0.163766633,6.10625
South East,2023,5,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1112,272,89.75,7.22,60.72,1.45,112.86,2,7,21385,8134,612,2452,44,10143,0.244604317,0.163766633,6.10625
South East,2023,5,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",107,33,10.35,0,17.64,0,5.02,0,1,1248,589,0,475,0,184,0.308411215,0.163766633,6.10625
South East,2023,5,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",62,29,5.06,0,20.65,0,3.3,0,0,907,215,0,579,0,113,0.467741935,0.163766633,6.10625
South East,2023,5,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",47,10,2.19,0,6.93,0,0.88,0,1,372,169,0,167,0,36,0.212765957,0.163766633,6.10625
South East,2023,5,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",350,95,49.46,1.16,15.19,0.5,28.68,1,0,6867,3916,98,568,8,2277,0.271428571,0.163766633,6.10625
South East,2023,5,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",56,8,5.99,0,0.6,0,1.4,0,0,1298,1141,0,30,0,127,0.142857143,0.163766633,6.10625
South East,2023,5,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",496,125,62.34,0,19.83,0.12,42.7,5,4,9266,4178,0,753,10,4325,0.252016129,0.163766633,6.10625
South East,2023,5,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19074,2244,834.43,63.33,459.1,1.31,885.83,73,4,163869,90488,6776,15202,119,51284,0.117647059,0.163766633,6.10625
South East,2023,5,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",440,47,32.3,0.95,9.16,0,4.6,0,0,3109,2380,69,299,0,361,0.106818182,0.163766633,6.10625
South East,2023,5,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1127,178,99.91,0.7,34.26,0,43.13,4,3,9894,6167,69,1234,0,2424,0.157941437,0.163766633,6.10625
South East,2023,5,F9,Frontier Airlines,TPA,"Tampa, FL: Tampa International",514,145,43.47,1.93,21.29,0,78.32,8,3,13400,4587,134,861,0,7818,0.282101167,0.163766633,6.10625
South East,2023,5,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",51,4,1.83,0,1,0.11,1.06,0,0,229,122,0,20,9,78,0.078431373,0.163766633,6.10625
South East,2023,5,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",364,119,57.18,4.13,23.43,0,34.26,2,1,7497,3759,283,739,0,2716,0.326923077,0.163766633,6.10625
South East,2023,5,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",528,153,47.98,3.12,55.25,0,46.65,5,3,8511,2287,241,2295,0,3688,0.289772727,0.163766633,6.10625
South East,2023,5,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10,2,2,0,0,0,0,0,0,120,120,0,0,0,0,0.2,0.163766633,6.10625
South East,2023,5,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",67,12,8.88,0,1.59,0,1.53,0,0,492,398,0,51,0,43,0.179104478,0.163766633,6.10625
South East,2023,4,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4228,1080,244.39,31.83,465.34,4.26,334.19,32,21,86825,22503,3542,23216,318,37246,0.255439924,0.163766633,6.10625
South East,2023,4,AS,Alaska Airlines Network,MIA,"Miami, FL: Miami International",30,10,1.81,0,8.19,0,0,0,1,423,72,0,351,0,0,0.333333333,0.163766633,6.10625
South East,2023,4,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",661,115,65.28,4.15,25.83,0,19.74,9,0,5710,3745,229,822,0,914,0.17397882,0.163766633,6.10625
South East,2023,4,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1031,293,106.96,2.16,137.74,0,46.13,83,12,20743,7820,105,9955,0,2863,0.284190107,0.163766633,6.10625
South East,2023,4,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163766633,6.10625
South East,2023,4,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1241,455,109.33,11.98,206.36,7.83,119.51,34,0,34163,8503,808,12994,497,11361,0.366639807,0.163766633,6.10625
South East,2023,4,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",657,183,68,5.78,58.95,0,50.27,8,0,12533,3873,1599,2373,0,4688,0.278538813,0.163766633,6.10625
South East,2023,4,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1132,303,117.25,10.12,105.75,0,69.88,12,4,21369,8057,1344,5315,0,6653,0.267667845,0.163766633,6.10625
South East,2023,4,WN,Southwest Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",254,86,32.31,1.14,18.68,0,33.87,0,0,3951,1394,62,595,0,1900,0.338582677,0.163766633,6.10625
South East,2023,4,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",49,25,6.29,0,4.48,0,14.23,2,0,1650,307,0,208,0,1135,0.510204082,0.163766633,6.10625
South East,2023,3,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",736,185,68.41,3.67,40.09,1.38,71.44,6,2,11360,4514,272,1761,64,4749,0.251358696,0.163766633,6.10625
South East,2023,3,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",626,174,52.79,3.3,32.74,0.34,84.82,9,4,12823,3605,218,1819,16,7165,0.277955272,0.163766633,6.10625
South East,2023,3,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",310,104,54.62,0,29.6,0,19.79,7,0,7187,4377,0,1469,0,1341,0.335483871,0.163766633,6.10625
South East,2023,3,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18504,3153,805.86,108.33,848.24,1.56,1389.01,257,42,245487,94114,13518,43005,136,94714,0.17039559,0.163766633,6.10625
South East,2023,3,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",444,75,33.3,5.07,16.56,0,20.06,5,0,4363,1988,199,896,0,1280,0.168918919,0.163766633,6.10625
South East,2023,3,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1858,498,179.81,7.27,191.79,0,119.14,31,2,33145,14612,484,9552,0,8497,0.26803014,0.163766633,6.10625
South East,2023,3,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",106,40,13.51,0,15.36,0,11.13,1,0,2413,710,0,741,0,962,0.377358491,0.163766633,6.10625
South East,2023,3,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,12,3.1,0.67,4.79,0,3.44,0,0,399,69,19,151,0,160,0.387096774,0.163766633,6.10625
South East,2023,3,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",238,61,16.19,1.95,23.8,0,19.06,2,2,2703,803,124,760,0,1016,0.256302521,0.163766633,6.10625
South East,2023,3,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",115,35,10.22,0,9.72,0.15,14.91,1,0,2164,337,0,486,6,1335,0.304347826,0.163766633,6.10625
South East,2023,3,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",255,77,30.36,0.95,28.71,1.04,15.94,5,2,5886,1705,113,2505,23,1540,0.301960784,0.163766633,6.10625
South East,2023,3,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",97,18,5.5,0,8.07,0,4.43,0,0,1136,319,0,328,0,489,0.18556701,0.163766633,6.10625
South East,2023,3,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",208,56,38,10,1,0,7,2,0,3477,1824,1251,159,0,243,0.269230769,0.163766633,6.10625
South East,2023,2,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",662,143,63.02,2.72,19.85,0.29,57.12,9,1,11437,4368,138,917,13,6001,0.216012085,0.163766633,6.10625
South East,2023,2,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",544,118,30.07,4.66,14.94,0.05,68.28,12,1,7741,1708,336,632,14,5051,0.216911765,0.163766633,6.10625
South East,2023,2,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",56,11,5.09,0.5,3.78,0,1.63,0,0,484,161,99,196,0,28,0.196428571,0.163766633,6.10625
